#,IMAGE FILENAME,AUTHOR,CAPTION
1,0_Blank_diag3.jpg,NC Duke,Diagnostic feature
2,0_Blank_flower3.jpg,NC Duke,Flower features
3,0_Blank_flowering3.jpg,NC Duke,Months of flowering and fruiting by Latitude
4,0_Blank_fruit3.jpg,NC Duke,Fruit or propagule
5,0_Blank_leaves3.jpg,NC Duke,Leaf characteristics and shape
6,0_Blank_tree3.jpg,NC Duke,Tree form
7,Ac_ebr_AusNRM1.jpg,NC Duke,Distribution in Australia
8,Ac_ebr_bark1.jpg,NC Duke,Bark characteristics
9,Ac_ebr_diag360.JPG,NC Duke,Diagnostic feature
10,Ac_ebr_distrib1.jpg,NC Duke,Distribution in the world
11,Ac_ebr_estuar1.jpg,Diana Kleine,Estuarine occurrence
12,Ac_ebr_flower 2.jpg,NC Duke,Flowers: side view
13,Ac_ebr_flower3.jpg,NC Duke,Flowers: top view
14,Ac_ebr_fruit1.jpg,NC Duke,Fruit or Propagule: seed capsule
15,Ac_ebr_leaves1.jpg,NC Duke,Leaf characteristics and shape
16,AC_ebr_leaves11.jpg,NC Duke,Leaf characteristics and shape
17,Ac_ebr_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
18,Ac_ebr_siloA.jpg,Deirdre Bean,Silohuette of growth habit
19,Ac_ebr_tree1.jpg,NC Duke,Tree form
20,Ac_ebr_zone1.jpg,Diana Kleine,Intertidal zone position
21,Ac_ebr-eba_bark1.jpg,NC Duke,Bark characteristics
22,Ac_ebr-eba_diag1.jpg,NC Duke,Diagnostic feature
23,Ac_ebr-eba_distribW2.jpg,NC Duke,Distribution in the world
24,Ac_ebr-eba_estuar1.jpg,Diana Kleine,Estuarine occurrence
25,Ac_ebr-eba_flower2.jpg,NC Duke,Flowers: side view
26,Ac_ebr-eba_flower4.jpg,NC Duke,Flowers: top view
27,Ac_ebr-eba_flower7.JPG,NC Duke,Flower features
28,Ac_ebr-eba_fruit1.jpg,NC Duke,Fruit or Propagule: seed capsule
29,Ac_ebr-eba_fruit4.JPG,NC Duke,Leaf characteristics and shape
30,Ac_ebr-eba_leaves1.jpg,NC Duke,Leaf characteristics and shape
31,Ac_ebr-eba_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
32,Ac_ebr-eba_siloB.jpg,Deirdre Bean,Silohuette of growth habit
33,Ac_ebr-eba_tree2.jpg,NC Duke,Tree form
34,Ac_ebr-eba_zone1.jpg,Diana Kleine,Intertidal zone position
35,Ac_ebr-ebr_bark1.jpg,NC Duke,Bark characteristics
36,Ac_ebr-ebr_diag1.JPG,NC Duke,Diagnostic feature
37,Ac_ebr-ebr_distribW2.jpg,NC Duke,Distribution in the world
38,Ac_ebr-ebr_estuar1.jpg,Diana Kleine,Estuarine occurrence
39,Ac_ebr-ebr_flower4.jpg,NC Duke,Flowers: side view
40,Ac_ebr-ebr_flower7.JPG,NC Duke,Flowers: top view
41,Ac_ebr-ebr_fruit1.jpg,NC Duke,Fruit or Propagule: seed capsule
42,Ac_ebr-ebr_fruit2.jpg,NC Duke,Leaf characteristics and shape
43,Ac_ebr-ebr_leaves1.jpg,NC Duke,Leaf characteristics and shape
44,Ac_ebr-ebr_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
45,Ac_ebr-ebr_siloB.jpg,Deirdre Bean,Silohuette of growth habit
46,Ac_ebr-ebr_stembase1 (1).jpg,NC Duke,Stembase characteristics
47,Ac_ebr-ebr_tree2 (1).JPG,NC Duke,Tree form
48,Ac_ebr-ebr_zone1.jpg,Diana Kleine,Intertidal zone position
49,Ac_ili_bark1.jpg,NC Duke,Bark characteristics
50,Ac_ili_diag1.jpg,NC Duke,Diagnostic feature
51,Ac_ili_diag2.jpg,NC Duke,Diagnostic feature
52,Ac_ili_diag3.JPG,NC Duke,Diagnostic feature
53,Ac_ili_distribW2.jpg,NC Duke,Distribution in the world
54,Ac_ili_estuar1.jpg,Diana Kleine,Estuarine occurrence
55,Ac_ili_flower6.JPG,NC Duke,Flowers: side view
56,Ac_ili_flower8.JPG,NC Duke,Flowers: top view
57,Ac_ili_fruit1.jpg,NC Duke,Fruit or Propagule: seed capsule
58,Ac_ili_leaves3.JPG,NC Duke,Leaf characteristics and shape
59,Ac_ili_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
60,Ac_ili_siloB.jpg,Deirdre Bean,Silohuette of growth habit
61,Ac_ili_stembase1.jpg,NC Duke,Stembase characteristics
62,Ac_ili_tree7.JPG,NC Duke,Tree form
63,Ac_ili_zone1.jpg,Diana Kleine,Intertidal zone position
64,Ac_vol_distribW2.jpg,NC Duke,Distribution in the world
65,Ac_vol_estuar1.jpg,Diana Kleine,Estuarine occurrence
66,Ac_vol_flower3w.jpg,NC Duke,Flowers: side view
67,Ac_vol_flower6w.jpg,NC Duke,Flowers: top view
68,Ac_vol_fruit1w.jpg,NC Duke,Fruit or Propagule: seed capsule
69,Ac_vol_leaves1w.jpg,NC Duke,Leaf characteristics and shape
70,Ac_vol_siloB.jpg,Deirdre Bean,Silohuette of growth habit
71,Ac_vol_stembase1w.jpg,NC Duke,Stembase characteristics
72,Ac_vol_tree1w.jpg,NC Duke,Tree form
73,Ac_vol_zone1.jpg,Diana Kleine,Intertidal zone position
74,Ae_cor_bark1.JPG,NC Duke,Bark characteristics
75,Ae_cor_distribW2.jpg,NC Duke,Distribution in the world
76,Ae_cor_flowers2.jpg,NC Duke,Flower features
77,Ae_cor_fruit1.jpg,NC Duke,Fruit or propagule
78,Ae_cor_fruit3.JPG,NC Duke,Fruit or propagule
79,Ae_cor_leaves2.jpg,NC Duke,Leaf characteristics and shape
80,Ae_cor_leaves4.JPG,NC Duke,Leaf characteristics and shape
81,Ae_cor_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
82,Ae_cor_siloB.jpg,Deirdre Bean,Silohuette of growth habit
83,Ae_cor_tree2.jpg,NC Duke,Tree form
84,Ae_flo_distribW2.jpg,NC Duke,Distribution in the world
85,Ae_flo_flower1w.jpg,NC Duke,Flower features
86,Ae_flo_flower4w.jpg,NC Duke,Flower features
87,Ae_flo_fruit5.JPG,NC Duke,Fruit or propagule
88,Ae_flo_leaves1w.jpg,NC Duke,Leaf characteristics and shape
89,Ae_flo_leaves3w.jpg,NC Duke,Leaf characteristics and shape
90,Ae_flo_leaves5.JPG,NC Duke,Leaf characteristics and shape
91,Ae_flo_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
92,Ae_flo_siloB.jpg,Deirdre Bean,Silohuette of growth habit
93,Ae_flo_tree1w.JPG,NC Duke,Tree form
94,Ae_flo_tree3.JPG,NC Duke,Tree form
95,Ag_cuc_distribW2.jpg,NC Duke,Distribution in the world
96,Ag_cuc_flower1w.jpg,NC Duke,Flower features
97,Ag_cuc_fruit1w.jpg,NC Duke,Fruit or propagule
98,Ag_cuc_leaves1w.jpg,NC Duke,Leaf characteristics and shape
99,Ag_cuc_leaves2w.jpg,NC Duke,Leaf characteristics and shape
100,Ag_cuc_leaves6B.jpg,NC Duke,Leaf characteristics and shape
101,Ag_cuc_siloB.jpg,Deirdre Bean,Silohuette of growth habit
102,Ai_ann_bark1.jpg,NC Duke,Bark characteristics
103,Ai_ann_distribW2.jpg,NC Duke,Distribution in the world
104,Ai_ann_flower1.jpg,NC Duke,Flower features
105,Ai_ann_flower2.JPG,NC Duke,Flower features
106,Ai_ann_fruit2.jpg,NC Duke,Fruit or propagule
107,Ai_ann_leaves1.jpg,NC Duke,Leaf characteristics and shape
108,Ai_ann_leaves3.JPG,NC Duke,Leaf characteristics and shape
109,Ai_ann_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
110,Ai_ann_siloB.jpg,Deirdre Bean,Silohuette of growth habit
111,Ai_ann_stembase1.jpg,NC Duke,Stembase characteristics
112,Ai_ann_tree2.jpg,NC Duke,Tree form
113,Ai_rot_distribW2.jpg,NC Duke,Distribution in the world
114,Ai_rot_flowers1w.jpg,NC Duke,Flower features
115,Ai_rot_fruit1w.jpg,NC Duke,Fruit or propagule
116,Ai_rot_leaves1w.jpg,NC Duke,Leaf characteristics and shape
117,Ai_rot_leaves2w.jpg,NC Duke,Leaf characteristics and shape
118,Ai_rot_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
119,Ai_rot_siloB.jpg,Deirdre Bean,Silohuette of growth habit
120,Ai_rot_tree1w.jpg,NC Duke,Tree form
121,Ai_rot_tree6B.jpg,NC Duke,Tree form
122,Am_lat_bark1w.jpg,NC Duke,Bark characteristics
123,Am_lat_distribW2.jpg,NC Duke,Distribution in the world
124,Am_lat_flowers1w.jpg,NC Duke,Flower features
125,Am_lat_flowers5w.JPG,NC Duke,Flower features
126,Am_lat_fruit3w.jpg,NC Duke,Fruit or propagule
127,Am_lat_leaves4w.jpg,NC Duke,Leaf characteristics and shape
128,Am_lat_siloB.jpg,Deirdre Bean,Silohuette of growth habit
129,Am_lat_stembase1w.jpg,NC Duke,Stembase characteristics
130,Am_lat_tree1w.jpg,NC Duke,Tree form
131,An_gla_bark2.JPG,NC Duke,Bark characteristics
132,An_gla_distribW2.jpg,NC Duke,Distribution in the world
133,An_gla_flower6A.jpg,NC Duke,Flower features
134,An_gla_fruit3.JPG,NC Duke,Fruit or propagule
135,An_gla_leaves1.JPG,NC Duke,Leaf characteristics and shape
136,An_gla_siloB.jpg,Deirdre Bean,Silohuette of growth habit
137,An_gla_stembase3.JPG,NC Duke,Stembase characteristics
138,An_gla_tree6B.jpg,NC Duke,Tree form
139,Ar_aur_diag4.JPG,NC Duke,Diagnostic feature
140,Ar_aur_distribW2.jpg,NC Duke,Distribution in the world
141,Ar_aur_fruit2.JPG,NC Duke,Fruit or propagule
142,Ar_aur_fruit6.JPG,NC Duke,Fruit or propagule
143,Ar_aur_leaves1.JPG,NC Duke,Leaf characteristics and shape
144,Ar_aur_leaves2.JPG,NC Duke,Leaf characteristics and shape
145,Ar_aur_leaves5.JPG,NC Duke,Leaf characteristics and shape
146,Ar_aur_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
147,Ar_aur_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
148,Ar_aur_stembase1.JPG,NC Duke,Stembase characteristics
149,Ar_aur_tree3.JPG,NC Duke,Tree form
150,Ar_dan_distribW2.jpg,NC Duke,Distribution in the world
151,Ar_dan_fruit1.JPG,NC Duke,Fruit or propagule
152,Ar_dan_fruitCB.jpg,NC Duke,Fruit or propagule
153,Ar_dan_leaves1.JPG,NC Duke,Leaf characteristics and shape
154,Ar_dan_tree1.JPG,NC Duke,Tree form
155,Ar_dan_tree2.JPG,NC Duke,Tree form
156,Ar_dan_tree3.JPG,NC Duke,Tree form
157,Ar_dan_tree4.JPG,NC Duke,Tree form
158,Ar_spe_distribW2.jpg,NC Duke,Distribution in the world
159,Ar_spe_fruit4.jpg,NC Duke,Fruit or propagule
160,Ar_spe_fruit5.JPG,NC Duke,Fruit or propagule
161,Ar_spe_fruit7.jpg,NC Duke,Fruit or propagule
162,Ar_spe_leaves1.jpg,NC Duke,Leaf characteristics and shape
163,Ar_spe_leaves2.jpg,NC Duke,Leaf characteristics and shape
164,Ar_spe_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
165,Ar_spe_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
166,Ar_spe_tree2.jpg,NC Duke,Tree form
167,Ar_spe_tree4.JPG,NC Duke,Tree form
168,Ar_spe_tree7.JPG,NC Duke,Tree form
169,Av_alb_bark1.JPG,NC Duke,Bark characteristics
170,Av_alb_diag1.JPG,NC Duke,Diagnostic feature
171,Av_alb_distribW2.jpg,NC Duke,Distribution in the world
172,Av_alb_flower2.JPG,NC Duke,Flower features
173,Av_alb_fruit1.JPG,NC Duke,Fruit or propagule
174,Av_alb_leaves2.JPG,NC Duke,Leaf characteristics and shape
175,Av_alb_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
176,Av_alb_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
177,Av_alb_stembase1.JPG,NC Duke,Stembase characteristics
178,Av_alb_tree1.JPG,NC Duke,Tree form
179,Av_alb_tree6B.jpg,NC Duke,Tree form
180,Av_bic_bark1.jpg,NC Duke,Bark characteristics
181,Av_bic_distribW2.jpg,NC Duke,Distribution in the world
182,Av_bic_flower1w.JPG,NC Duke,Flower features
183,Av_bic_flower6B.jpg,NC Duke,Flower features
184,Av_bic_flower7B.jpg,NC Duke,Flower features
185,Av_bic_fruit1w.jpg,NC Duke,Fruit or propagule
186,Av_bic_fruit6B.jpg,NC Duke,Fruit or propagule
187,Av_bic_leaves1.jpg,NC Duke,Leaf characteristics and shape
188,Av_bic_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
189,Av_bic_siloB.jpg,Deirdre Bean,Silohuette of growth habit
190,Av_bic_stembase3.jpg,NC Duke,Stembase characteristics
191,Av_bic_stembase5.jpg,NC Duke,Stembase characteristics
192,Av_bic_tree2.jpg,NC Duke,Tree form
193,Av_ger phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
194,Av_ger_bark2.JPG,NC Duke,Bark characteristics
195,Av_ger_distribW2.jpg,NC Duke,Distribution in the world
196,Av_ger_flower6A.jpg,NC Duke,Flower features
197,Av_ger_flower7A.jpg,NC Duke,Flower features
198,Av_ger_flower9.jpg,NC Duke,Flower features
199,Av_ger_fruit4.JPG,NC Duke,Fruit or propagule
200,Av_ger_leaves3.JPG,NC Duke,Leaf characteristics and shape
201,Av_ger_leaves6.JPG,NC Duke,Leaf characteristics and shape
202,Av_ger_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
203,Av_ger_stembase2.JPG,NC Duke,Stembase characteristics
204,Av_ger_tree5.JPG,NC Duke,Tree form
205,Av_int_bark1.jpg,NC Duke,Bark characteristics
206,Av_int_distribW2.jpg,NC Duke,Distribution in the world
207,Av_int_flower1.jpg,NC Duke,Flower features
208,Av_int_flower3.jpg,NC Duke,Flower features
209,Av_int_fruit6A.jpg,NC Duke,Fruit or propagule
210,Av_int_leaves1.jpg,NC Duke,Leaf characteristics and shape
211,Av_int_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
212,Av_int_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
213,Av_int_stembase1.jpg,NC Duke,Stembase characteristics
214,Av_int_tree3.JPG,NC Duke,Tree form
215,Av_mar_AusNRM1.jpg,NC Duke,Distribution in Australia
216,Av_mar_bark2.jpg,NC Duke,Bark characteristics
217,Av_mar_bark677.jpg,NC Duke,Bark characteristics
218,Av_mar_distrib2.jpg,NC Duke,Distribution in the world
219,Av_mar_estuar1.jpg,Diana Kleine,Estuarine occurrence
220,Av_mar_flower1.jpg,NC Duke,Flower features
221,Av_mar_flower2.jpg,NC Duke,Flower features
222,Av_mar_fruit1.jpg,NC Duke,Fruit or propagule
223,Av_mar_leaves1.jpg,NC Duke,Leaf characteristics and shape
224,Av_mar_leaves2.JPG,NC Duke,Leaf characteristics and shape
225,Av_mar_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
226,Av_mar_silo1B.jpg,Deirdre Bean,Silohuette of growth habit
227,Av_mar_stembase1.jpg,NC Duke,Stembase characteristics
228,Av_mar_tree1.jpg,NC Duke,Tree form
229,Av_mar_tree6B.jpg,NC Duke,Tree form
230,Av_mar_zone1.jpg,Diana Kleine,Intertidal zone position
231,Av_mar-aus_bark4.JPG,NC Duke,Bark characteristics
232,Av_mar-aus_distribW2.jpg,NC Duke,Distribution in the world
233,Av_mar-aus_flower5.JPG,NC Duke,Flower features
234,Av_mar-aus_flower8.JPG,NC Duke,Flower features
235,Av_mar-aus_fruit1.jpg,NC Duke,Fruit or propagule
236,Av_mar-aus_leaves6.jpg,NC Duke,Leaf characteristics and shape
237,Av_mar-aus_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
238,Av_mar-aus_silo1B.jpg,Deirdre Bean,Silohuette of growth habit
239,Av_mar-aus_tree1.jpg,NC Duke,Tree form
240,Av_mar-aus_tree13.jpg,NC Duke,Tree form
241,Av_mar-euc_bark2.jpg,NC Duke,Bark characteristics
242,Av_mar-euc_distribW2.jpg,NC Duke,Distribution in the world
243,Av_mar-euc_flower1.jpg,NC Duke,Flower features
244,Av_mar-euc_flower3.jpg,NC Duke,Flower features
245,Av_mar-euc_flower4.jpg,NC Duke,Flower features
246,Av_mar-euc_fruit1.jpg,NC Duke,Fruit or propagule
247,Av_mar-euc_leaves2.jpg,NC Duke,Leaf characteristics and shape
248,Av_mar-euc_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
249,Av_mar-euc_silo1B.jpg,Deirdre Bean,Silohuette of growth habit
250,Av_mar-euc_stembase1.jpg,NC Duke,Stembase characteristics
251,Av_mar-euc_tree1.jpg,NC Duke,Tree form
252,Av_mar-euc_tree6B.jpg,NC Duke,Tree form
253,Av_mar-mar_bark3.JPG,NC Duke,Bark characteristics
254,Av_mar-mar_distribW2.jpg,NC Duke,Distribution in the world
255,Av_mar-mar_flower1.jpg,NC Duke,Flower features
256,Av_mar-mar_flower2.jpg,NC Duke,Flower features
257,Av_mar-mar_fruit1.JPG,NC Duke,Fruit or propagule
258,Av_mar-mar_leaves4.JPG,NC Duke,Leaf characteristics and shape
259,Av_mar-mar_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
260,Av_mar-mar_silo1B.jpg,Deirdre Bean,Silohuette of growth habit
261,Av_mar-mar_stembase1.jpg,NC Duke,Stembase characteristics
262,Av_mar-mar_tree1.jpg,NC Duke,Tree form
263,Av_off_bark1.jpg,NC Duke,Bark characteristics
264,Av_off_distribW2.jpg,NC Duke,Distribution in the world
265,Av_off_flower2.JPG,NC Duke,Flower features
266,Av_off_flower3.JPG,NC Duke,Flower features
267,Av_off_flower4.JPG,NC Duke,Flower features
268,Av_off_flower6A.jpg,NC Duke,Flower features
269,Av_off_fruit2.JPG,NC Duke,Fruit or propagule
270,Av_off_leaves2.JPG,NC Duke,Leaf characteristics and shape
271,Av_off_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
272,Av_off_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
273,Av_off_stembase1.JPG,NC Duke,Stembase characteristics
274,Av_off_stembase2.JPG,NC Duke,Stembase characteristics
275,Av_off_tree2.JPG,NC Duke,Tree form
276,Av_rum_bark2.JPG,NC Duke,Bark characteristics
277,Av_rum_distribW2.jpg,NC Duke,Distribution in the world
278,Av_rum_flower1.JPG,NC Duke,Flower features
279,Av_rum_flower3.JPG,NC Duke,Flower features
280,Av_rum_fruit1.JPG,NC Duke,Fruit or propagule
281,Av_rum_fruit4.JPG,NC Duke,Fruit or propagule
282,Av_rum_leaves1.JPG,NC Duke,Leaf characteristics and shape
283,Av_rum_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
284,Av_rum_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
285,Av_rum_stembase1.JPG,NC Duke,Stembase characteristics
286,Av_rum_tree2.JPG,NC Duke,Tree form
287,Av_sch_bark3.JPG,NC Duke,Bark characteristics
288,Av_sch_distribW2.jpg,NC Duke,Distribution in the world
289,Av_sch_flower6.JPG,NC Duke,Flower features
290,Av_sch_flower6A.jpg,NC Duke,Flower features
291,Av_sch_fruit2.JPG,NC Duke,Fruit or propagule
292,Av_sch_fruit6.JPG,NC Duke,Fruit or propagule
293,Av_sch_leaves1.JPG,NC Duke,Leaf characteristics and shape
294,Av_sch_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
295,Av_sch_siloCB.jpg,NC Duke,Silohuette of growth habit
296,Av_sch_stembase4.JPG,NC Duke,Stembase characteristics
297,Av_sch_tree1.JPG,NC Duke,Tree form
298,Ba_rac_distribW2.jpg,NC Duke,Distribution in the world
299,Ba_rac_flower1.jpg,NC Duke,Flower features
300,Ba_rac_flower3.jpg,NC Duke,Flower features
301,Ba_rac_fruit1.jpg,NC Duke,Fruit or propagule
302,Ba_rac_fruit3.JPG,NC Duke,Fruit or propagule
